student name,student id,student sis,course,course id,course sis,section,section id,section sis,term,term id,term sis,current score,final score,enrollment state,unposted current score,unposted final score,override score,current grade,final grade,unposted current grade,unposted final grade,override grade
Samuel J. Henderson,15954,H2025000474,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,98.0,98.0,concluded,98.0,98.0,,98,98,98,98,
Robert J. Howard,15969,H2025000485,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,90.92,90.92,concluded,90.92,90.92,,94,94,94,94,
Clayton C. Lin,16136,H2025000636,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,99.25,99.25,concluded,99.25,99.25,,99,99,99,99,
Mark J. Reid,15989,H2025000504,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,60.57,60.57,concluded,60.57,60.57,,75,75,75,75,
Richard A. Hill,16082,H2025000589,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,73.39,73.39,concluded,73.39,73.39,,83,83,83,83,
Frank M. Sanchez,16146,H2025000645,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,87.01,87.01,concluded,87.01,87.01,,91,91,91,91,
Bryan R. Torres,16163,H2025000658,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,69.68,69.68,concluded,69.68,69.68,,81,81,81,81,
Michael D. Keith,16161,H2025000656,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,83.31,83.31,concluded,83.31,83.31,,89,89,89,89,
Lisa D. Li,16028,H2025000546,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,93.98,93.98,concluded,93.98,93.98,,96,96,96,96,
Patrick D. Burns,16083,H2025000590,General Mathematics (NON-STEM),21237,INST_SY_2025_S1_GMNSTEM_FAC242,11ABM-2B,22550,INST_SY_2025_S1_GMNSTEM_FAC242_11A02b,INST SHS_AY 2025-2026_1st Semester_Official,20009,SY_2025_S1_SHS_OFFICIAL,84.21,84.21,concluded,84.21,84.21,,90,90,90,90,
